#Chr	Start	End	ID
chr1	25284151	25284358	chr1-25284151-25284358
chr1	25360489	25360730	chr1-25360489-25360730
chr1	25895567	25895693	chr1-25895567-25895693
chr1	25995417	25995723	chr1-25995417-25995723
chr1	26662515	26663614	chr1-26662515-26663614
chr1	26685203	26685953	chr1-26685203-26685953
chr1	26686520	26687106	chr1-26686520-26687106
chr1	27744910	27745167	chr1-27744910-27745167
chr1	27781919	27782569	chr1-27781919-27782569
chr1	27894590	27895529	chr1-27894590-27895529
chr1	28201252	28202066	chr1-28201252-28202066
chr1	31425035	31425242	chr1-31425035-31425242
chr1	32661669	32661856	chr1-32661669-32661856
chr1	33450099	33450325	chr1-33450099-33450325
chr1	33593940	33594210	chr1-33593940-33594210
chr1	33896008	33897246	chr1-33896008-33897246
chr1	35318161	35318857	chr1-35318161-35318857
chr1	35331466	35332444	chr1-35331466-35332444
chr1	36242678	36242909	chr1-36242678-36242909
chr1	39442916	39444006	chr1-39442916-39444006
chr1	39649291	39650236	chr1-39649291-39650236
chr1	40156725	40158184	chr1-40156725-40158184
chr1	40311032	40311990	chr1-40311032-40311990
chr1	40479945	40480342	chr1-40479945-40480342
chr1	42385432	42386565	chr1-42385432-42386565
chr1	42496975	42497199	chr1-42496975-42497199
chr1	42780148	42780551	chr1-42780148-42780551
chr1	42785434	42786134	chr1-42785434-42786134
chr1	43408865	43409259	chr1-43408865-43409259
chr1	43997308	43997510	chr1-43997308-43997510
chr1	45671170	45672387	chr1-45671170-45672387
chr1	46872637	46873207	chr1-46872637-46873207
chr1	46888166	46888401	chr1-46888166-46888401
chr1	48901383	48901515	chr1-48901383-48901515
chr1	52034827	52035902	chr1-52034827-52035902
chr1	52200981	52201161	chr1-52200981-52201161
chr1	52456101	52456746	chr1-52456101-52456746
chr1	52607294	52608665	chr1-52607294-52608665
chr1	52834163	52834430	chr1-52834163-52834430
chr1	53651333	53651654	chr1-53651333-53651654
chr1	53893282	53893600	chr1-53893282-53893600
chr1	54803740	54803875	chr1-54803740-54803875
chr1	54846098	54846622	chr1-54846098-54846622
chr1	54953669	54954297	chr1-54953669-54954297
chr1	55414774	55415130	chr1-55414774-55415130
chr1	57772718	57773720	chr1-57772718-57773720
chr1	59011385	59012915	chr1-59011385-59012915
chr1	59115030	59115659	chr1-59115030-59115659
chr1	59164960	59166099	chr1-59164960-59166099
chr1	59219986	59221640	chr1-59219986-59221640
chr1	59247564	59251229	chr1-59247564-59251229
chr1	59280938	59282444	chr1-59280938-59282444
chr1	59761924	59762971	chr1-59761924-59762971
chr1	60279884	60281155	chr1-60279884-60281155
chr1	61515449	61516821	chr1-61515449-61516821
chr1	61519381	61520102	chr1-61519381-61520102
chr1	61522469	61523648	chr1-61522469-61523648
chr1	61542287	61544160	chr1-61542287-61544160
chr1	61547478	61547841	chr1-61547478-61547841
chr1	61548092	61548421	chr1-61548092-61548421
chr1	61548714	61549510	chr1-61548714-61549510
chr1	61676428	61676626	chr1-61676428-61676626
chr1	61719074	61719390	chr1-61719074-61719390
chr1	62190235	62191349	chr1-62190235-62191349
chr1	62201834	62202676	chr1-62201834-62202676
chr1	62207535	62208850	chr1-62207535-62208850
chr1	62246969	62247217	chr1-62246969-62247217
chr1	62248179	62249362	chr1-62248179-62249362
chr1	62317385	62318224	chr1-62317385-62318224
chr1	62588019	62588115	chr1-62588019-62588115
chr1	62901636	62903350	chr1-62901636-62903350
chr1	63064850	63064973	chr1-63064850-63064973
chr1	63152946	63154663	chr1-63152946-63154663
chr1	63212143	63212646	chr1-63212143-63212646
chr1	63249111	63250426	chr1-63249111-63250426
chr1	63832768	63834144	chr1-63832768-63834144
chr1	63988366	63989687	chr1-63988366-63989687
chr1	64058811	64060514	chr1-64058811-64060514
chr1	65209870	65211958	chr1-65209870-65211958
chr1	65292427	65293370	chr1-65292427-65293370
chr1	65342698	65343572	chr1-65342698-65343572
chr1	65387994	65389406	chr1-65387994-65389406
chr1	65393978	65395086	chr1-65393978-65395086
chr1	65414596	65415521	chr1-65414596-65415521
chr1	65416035	65416271	chr1-65416035-65416271
chr1	65416284	65416494	chr1-65416284-65416494
chr1	65430866	65432716	chr1-65430866-65432716
chr1	65466943	65467334	chr1-65466943-65467334
chr1	65467938	65469009	chr1-65467938-65469009
chr1	65530339	65530753	chr1-65530339-65530753
chr1	65532221	65533208	chr1-65532221-65533208
chr1	65533359	65535059	chr1-65533359-65535059
chr1	65681251	65682412	chr1-65681251-65682412
chr1	65701474	65701880	chr1-65701474-65701880
chr1	65719635	65721122	chr1-65719635-65721122
chr1	65725715	65725919	chr1-65725715-65725919
chr1	65731176	65732141	chr1-65731176-65732141
chr1	65885221	65887004	chr1-65885221-65887004
chr1	66550276	66550386	chr1-66550276-66550386
chr1	66556540	66557296	chr1-66556540-66557296
chr1	66647843	66648800	chr1-66647843-66648800
chr1	66731712	66732006	chr1-66731712-66732006
chr1	66740226	66742420	chr1-66740226-66742420
chr1	66747633	66748514	chr1-66747633-66748514
chr1	66753765	66754114	chr1-66753765-66754114
chr1	66768415	66769010	chr1-66768415-66769010
chr1	66796107	66796916	chr1-66796107-66796916
chr1	66797792	66798533	chr1-66797792-66798533
chr1	66801470	66802328	chr1-66801470-66802328
chr1	66808288	66809082	chr1-66808288-66809082
chr1	66817371	66818113	chr1-66817371-66818113
chr1	66822879	66823780	chr1-66822879-66823780
chr1	66836158	66836451	chr1-66836158-66836451
chr1	66838260	66839233	chr1-66838260-66839233
chr1	66839725	66840776	chr1-66839725-66840776
chr1	66845949	66846470	chr1-66845949-66846470
chr1	66876868	66877371	chr1-66876868-66877371
chr1	66901998	66902833	chr1-66901998-66902833
chr1	66969488	66969901	chr1-66969488-66969901
chr1	67191418	67192184	chr1-67191418-67192184
chr1	67194725	67195307	chr1-67194725-67195307
chr1	67236380	67236575	chr1-67236380-67236575
chr1	67253592	67254660	chr1-67253592-67254660
chr1	67390046	67391414	chr1-67390046-67391414
chr1	67395355	67396687	chr1-67395355-67396687
chr1	67420003	67420164	chr1-67420003-67420164
chr1	67446225	67446337	chr1-67446225-67446337
chr1	67455594	67456105	chr1-67455594-67456105
chr1	67461606	67462346	chr1-67461606-67462346
chr1	67518567	67520340	chr1-67518567-67520340
chr1	67608329	67609249	chr1-67608329-67609249
chr1	67614571	67615297	chr1-67614571-67615297
chr1	67636333	67638163	chr1-67636333-67638163
chr1	67699641	67700261	chr1-67699641-67700261
chr1	67772714	67774144	chr1-67772714-67774144
chr1	67801792	67802978	chr1-67801792-67802978
chr1	67884997	67885394	chr1-67884997-67885394
chr1	67894545	67897046	chr1-67894545-67897046
chr1	67965898	67966599	chr1-67965898-67966599
chr1	68100841	68100955	chr1-68100841-68100955
chr1	68139781	68140876	chr1-68139781-68140876
chr1	68150403	68152573	chr1-68150403-68152573
chr1	68231904	68232602	chr1-68231904-68232602
chr1	68969985	68970388	chr1-68969985-68970388
chr1	70124285	70124657	chr1-70124285-70124657
chr1	70670618	70671926	chr1-70670618-70671926
chr1	70686734	70687831	chr1-70686734-70687831
chr1	70724417	70725105	chr1-70724417-70725105
chr1	70751160	70751387	chr1-70751160-70751387
chr1	70812591	70812662	chr1-70812591-70812662
chr1	70819427	70820889	chr1-70819427-70820889
chr1	70876046	70877366	chr1-70876046-70877366
chr1	70965637	70965750	chr1-70965637-70965750
chr1	70975553	70976542	chr1-70975553-70976542
chr1	71512060	71513813	chr1-71512060-71513813
chr1	71527303	71527728	chr1-71527303-71527728
chr1	71546342	71547360	chr1-71546342-71547360
chr1	72835117	72835283	chr1-72835117-72835283
chr1	74463975	74464275	chr1-74463975-74464275
chr1	74475600	74476635	chr1-74475600-74476635
chr1	74480203	74480419	chr1-74480203-74480419
chr1	74663225	74664481	chr1-74663225-74664481
chr1	75067252	75067447	chr1-75067252-75067447
chr1	75197748	75198241	chr1-75197748-75198241
chr1	75198338	75199935	chr1-75198338-75199935
chr1	75211050	75211267	chr1-75211050-75211267
chr1	75227801	75227864	chr1-75227801-75227864
chr1	75229499	75229951	chr1-75229499-75229951
chr1	75231637	75232113	chr1-75231637-75232113
chr1	75237540	75238405	chr1-75237540-75238405
chr1	75238585	75239427	chr1-75238585-75239427
chr1	75841311	75842303	chr1-75841311-75842303
chr1	76082374	76082441	chr1-76082374-76082441
chr1	76105939	76106050	chr1-76105939-76106050
chr1	76189752	76190926	chr1-76189752-76190926
chr1	76230030	76230122	chr1-76230030-76230122
chr1	76250077	76252499	chr1-76250077-76252499
chr1	76256619	76256939	chr1-76256619-76256939
chr1	76262199	76262267	chr1-76262199-76262267
chr1	76530894	76530995	chr1-76530894-76530995
chr1	77436907	77437103	chr1-77436907-77437103
chr1	77613802	77614457	chr1-77613802-77614457
chr1	77663131	77663385	chr1-77663131-77663385
chr1	77684412	77685692	chr1-77684412-77685692
chr1	77747386	77748857	chr1-77747386-77748857
chr1	77774542	77775301	chr1-77774542-77775301
chr1	77865502	77865566	chr1-77865502-77865566
chr1	77887100	77887804	chr1-77887100-77887804
chr1	77900626	77901105	chr1-77900626-77901105
chr1	77904268	77904428	chr1-77904268-77904428
chr1	77998966	77999828	chr1-77998966-77999828
chr1	78051715	78051869	chr1-78051715-78051869
chr1	78147559	78148720	chr1-78147559-78148720
chr1	78148908	78149698	chr1-78148908-78149698
chr1	78224666	78225858	chr1-78224666-78225858
chr1	78244900	78245934	chr1-78244900-78245934
chr1	78290938	78291192	chr1-78290938-78291192
chr1	78354017	78354232	chr1-78354017-78354232
chr1	78404722	78404814	chr1-78404722-78404814
chr1	78437986	78438162	chr1-78437986-78438162
chr1	78438408	78438625	chr1-78438408-78438625
chr1	78443743	78445853	chr1-78443743-78445853
chr1	78511081	78512341	chr1-78511081-78512341
chr1	78545461	78545623	chr1-78545461-78545623
chr1	78546141	78547431	chr1-78546141-78547431
chr1	78579804	78580707	chr1-78579804-78580707
chr1	78596350	78596865	chr1-78596350-78596865
chr1	78608574	78609444	chr1-78608574-78609444
chr1	78610686	78611207	chr1-78610686-78611207
chr1	78619000	78620074	chr1-78619000-78620074
chr1	78620834	78621133	chr1-78620834-78621133
chr1	79037017	79037563	chr1-79037017-79037563
chr1	79067673	79068307	chr1-79067673-79068307
chr1	79072192	79072382	chr1-79072192-79072382
chr1	79082950	79083878	chr1-79082950-79083878
chr1	79084030	79084114	chr1-79084030-79084114
chr1	79084193	79084270	chr1-79084193-79084270
chr1	79084891	79086657	chr1-79084891-79086657
chr1	79088383	79088892	chr1-79088383-79088892
chr1	79089716	79090386	chr1-79089716-79090386
chr1	79104733	79104907	chr1-79104733-79104907
chr1	79111441	79111847	chr1-79111441-79111847
chr1	79115084	79117567	chr1-79115084-79117567
chr1	79129934	79130902	chr1-79129934-79130902
chr1	79148965	79149149	chr1-79148965-79149149
chr1	79149776	79150023	chr1-79149776-79150023
chr1	79302502	79302872	chr1-79302502-79302872
chr1	79305320	79305998	chr1-79305320-79305998
chr1	84320050	84320158	chr1-84320050-84320158
chr1	84326029	84326994	chr1-84326029-84326994
chr1	84334049	84334291	chr1-84334049-84334291
chr1	84365922	84366434	chr1-84365922-84366434
chr1	84367389	84367489	chr1-84367389-84367489
chr1	84372922	84373951	chr1-84372922-84373951
chr1	84397115	84397978	chr1-84397115-84397978
chr1	84464373	84465377	chr1-84464373-84465377
chr1	84473610	84473721	chr1-84473610-84473721
chr1	84481117	84481189	chr1-84481117-84481189
chr1	84530617	84530823	chr1-84530617-84530823
chr1	84537034	84537723	chr1-84537034-84537723
chr1	84543045	84544500	chr1-84543045-84544500
chr1	84555230	84557131	chr1-84555230-84557131
chr1	84574880	84575133	chr1-84574880-84575133
chr1	84582451	84582532	chr1-84582451-84582532
chr1	84587684	84587761	chr1-84587684-84587761
chr1	84599288	84599773	chr1-84599288-84599773
chr1	84600404	84601297	chr1-84600404-84601297
chr1	84606987	84607150	chr1-84606987-84607150
chr1	84610832	84611207	chr1-84610832-84611207
chr1	84612193	84612503	chr1-84612193-84612503
chr1	84639824	84640524	chr1-84639824-84640524
chr1	84643167	84643945	chr1-84643167-84643945
chr1	84651751	84652156	chr1-84651751-84652156
chr1	84672353	84672564	chr1-84672353-84672564
chr1	84678444	84678939	chr1-84678444-84678939
chr1	84700016	84700119	chr1-84700016-84700119
chr1	84718510	84718579	chr1-84718510-84718579
chr1	84736844	84737811	chr1-84736844-84737811
chr1	84763809	84765064	chr1-84763809-84765064
chr1	84767033	84767681	chr1-84767033-84767681
chr1	84899083	84901406	chr1-84899083-84901406
chr1	84907804	84909219	chr1-84907804-84909219
chr1	84944732	84945961	chr1-84944732-84945961
chr1	84971106	84972826	chr1-84971106-84972826
chr1	85038914	85040512	chr1-85038914-85040512
chr1	85086248	85087025	chr1-85086248-85087025
chr1	85155543	85156889	chr1-85155543-85156889
chr1	85158571	85159191	chr1-85158571-85159191
chr1	85170079	85170436	chr1-85170079-85170436
chr1	85187766	85187843	chr1-85187766-85187843
chr1	85189951	85190478	chr1-85189951-85190478
chr1	85205705	85206654	chr1-85205705-85206654
chr1	85210776	85210848	chr1-85210776-85210848
chr1	85237782	85238629	chr1-85237782-85238629
chr1	85245585	85246210	chr1-85245585-85246210
chr1	85247876	85248615	chr1-85247876-85248615
chr1	85312928	85313719	chr1-85312928-85313719
chr1	85319751	85320686	chr1-85319751-85320686
chr1	85328108	85329164	chr1-85328108-85329164
chr1	85341747	85342973	chr1-85341747-85342973
chr1	85358155	85359392	chr1-85358155-85359392
chr1	85410299	85411537	chr1-85410299-85411537
chr1	85461279	85465025	chr1-85461279-85465025
chr1	85513142	85514644	chr1-85513142-85514644
chr1	85516372	85516799	chr1-85516372-85516799
chr1	85555994	85556458	chr1-85555994-85556458
chr1	85557374	85557888	chr1-85557374-85557888
chr1	85574821	85575513	chr1-85574821-85575513
chr1	85637414	85638237	chr1-85637414-85638237
chr1	85645017	85645851	chr1-85645017-85645851
chr1	85658526	85658762	chr1-85658526-85658762
chr1	85690897	85690964	chr1-85690897-85690964
chr1	85691763	85691881	chr1-85691763-85691881
chr1	85695498	85695605	chr1-85695498-85695605
chr1	85696118	85696913	chr1-85696118-85696913
chr1	85724908	85725842	chr1-85724908-85725842
chr1	85741462	85742964	chr1-85741462-85742964
chr1	85763612	85764505	chr1-85763612-85764505
chr1	85773693	85774573	chr1-85773693-85774573
chr1	86173332	86174797	chr1-86173332-86174797
chr1	86856495	86856601	chr1-86856495-86856601
chr1	86861161	86862628	chr1-86861161-86862628
chr1	86939478	86940179	chr1-86939478-86940179
chr1	86965614	86965950	chr1-86965614-86965950
chr1	86967603	86968657	chr1-86967603-86968657
chr1	87169451	87171302	chr1-87169451-87171302
chr1	87215281	87215521	chr1-87215281-87215521
chr1	87299013	87299870	chr1-87299013-87299870
chr1	87349569	87349812	chr1-87349569-87349812
chr1	87379216	87381515	chr1-87379216-87381515
chr1	87510223	87512012	chr1-87510223-87512012
chr1	87547844	87548143	chr1-87547844-87548143
chr1	87548699	87548792	chr1-87548699-87548792
chr1	87758350	87759030	chr1-87758350-87759030
chr1	87791742	87792086	chr1-87791742-87792086
chr1	87793674	87794911	chr1-87793674-87794911
chr1	87796983	87797231	chr1-87796983-87797231
chr1	87797366	87798015	chr1-87797366-87798015
chr1	87800868	87801264	chr1-87800868-87801264
chr1	88419223	88419885	chr1-88419223-88419885
chr1	89060933	89061668	chr1-89060933-89061668
chr1	89149221	89151000	chr1-89149221-89151000
chr1	89265863	89266662	chr1-89265863-89266662
chr1	89356880	89357611	chr1-89356880-89357611
chr1	89449481	89450406	chr1-89449481-89450406
chr1	89450768	89451371	chr1-89450768-89451371
chr1	89451492	89451635	chr1-89451492-89451635
chr1	89457247	89459046	chr1-89457247-89459046
chr1	89494504	89495196	chr1-89494504-89495196
chr1	89499459	89500282	chr1-89499459-89500282
chr1	89737517	89739037	chr1-89737517-89739037
chr1	89760641	89761419	chr1-89760641-89761419
chr1	89920477	89921004	chr1-89920477-89921004
chr1	89929361	89930119	chr1-89929361-89930119
chr1	89948736	89949271	chr1-89948736-89949271
chr1	89989596	89991249	chr1-89989596-89991249
chr1	90086311	90086537	chr1-90086311-90086537
chr1	90088419	90088702	chr1-90088419-90088702
chr1	90098008	90099506	chr1-90098008-90099506
chr1	90109863	90110319	chr1-90109863-90110319
chr1	90117010	90117118	chr1-90117010-90117118
chr1	90118556	90118640	chr1-90118556-90118640
chr1	90148154	90148383	chr1-90148154-90148383
chr1	90159623	90160249	chr1-90159623-90160249
chr1	90204813	90206123	chr1-90204813-90206123
chr1	90228121	90229319	chr1-90228121-90229319
chr1	90286062	90287751	chr1-90286062-90287751
chr1	90308406	90310678	chr1-90308406-90310678
chr1	90460252	90461506	chr1-90460252-90461506
chr1	91195101	91196749	chr1-91195101-91196749
chr1	91299991	91301902	chr1-91299991-91301902
chr1	91316384	91317671	chr1-91316384-91317671
chr1	91387998	91388312	chr1-91387998-91388312
chr1	91391680	91392255	chr1-91391680-91392255
chr1	91460988	91461106	chr1-91460988-91461106
chr1	91470458	91471153	chr1-91470458-91471153
chr1	91473600	91473766	chr1-91473600-91473766
chr1	91476135	91476349	chr1-91476135-91476349
chr1	91480977	91481951	chr1-91480977-91481951
chr1	91486787	91488379	chr1-91486787-91488379
chr1	91630574	91631515	chr1-91630574-91631515
chr1	91729963	91730130	chr1-91729963-91730130
chr1	91965917	91967401	chr1-91965917-91967401
chr1	91976744	91977399	chr1-91976744-91977399
chr1	92057454	92057787	chr1-92057454-92057787
chr1	92112584	92113006	chr1-92112584-92113006
chr1	92256859	92257974	chr1-92256859-92257974
chr1	92269193	92271362	chr1-92269193-92271362
chr1	92292702	92293065	chr1-92292702-92293065
chr1	92295958	92296529	chr1-92295958-92296529
chr1	92320183	92320471	chr1-92320183-92320471
chr1	92349975	92352555	chr1-92349975-92352555
chr1	92355720	92356015	chr1-92355720-92356015
chr1	92357536	92357897	chr1-92357536-92357897
chr1	92407244	92407801	chr1-92407244-92407801
chr1	92413613	92414903	chr1-92413613-92414903
chr1	92422071	92422220	chr1-92422071-92422220
chr1	92463079	92463688	chr1-92463079-92463688
chr1	92495185	92496004	chr1-92495185-92496004
chr1	92539534	92540000	chr1-92539534-92540000
chr1	92545628	92546730	chr1-92545628-92546730
chr1	92667625	92667847	chr1-92667625-92667847
chr1	92763904	92765047	chr1-92763904-92765047
chr1	92777536	92777854	chr1-92777536-92777854
chr1	92781084	92782119	chr1-92781084-92782119
chr1	92783308	92783912	chr1-92783308-92783912
chr1	92789025	92789973	chr1-92789025-92789973
chr1	92877201	92877275	chr1-92877201-92877275
chr1	92932459	92932576	chr1-92932459-92932576
chr1	92932643	92933392	chr1-92932643-92933392
chr1	92941445	92942278	chr1-92941445-92942278
chr1	92948499	92949423	chr1-92948499-92949423
chr1	92949949	92951966	chr1-92949949-92951966
chr1	92952191	92952904	chr1-92952191-92952904
chr1	92961097	92961742	chr1-92961097-92961742
chr1	93010341	93010516	chr1-93010341-93010516
chr1	93017115	93017309	chr1-93017115-93017309
chr1	93042468	93043241	chr1-93042468-93043241
chr1	93063334	93063419	chr1-93063334-93063419
chr1	93088518	93089232	chr1-93088518-93089232
chr1	93297216	93298509	chr1-93297216-93298509
chr1	93324210	93325544	chr1-93324210-93325544
chr1	93425822	93427030	chr1-93425822-93427030
chr1	93427137	93428431	chr1-93427137-93428431
chr1	93430571	93430854	chr1-93430571-93430854
chr1	93455789	93456873	chr1-93455789-93456873
chr1	93459436	93460129	chr1-93459436-93460129
chr1	93494655	93495436	chr1-93494655-93495436
chr1	93507619	93508615	chr1-93507619-93508615
chr1	93527509	93528341	chr1-93527509-93528341
chr1	93543954	93545154	chr1-93543954-93545154
chr1	93620618	93621329	chr1-93620618-93621329
chr1	93636080	93637426	chr1-93636080-93637426
chr1	93644847	93647256	chr1-93644847-93647256
chr1	93810740	93812817	chr1-93810740-93812817
chr1	93912433	93914842	chr1-93912433-93914842
chr1	94057256	94057980	chr1-94057256-94057980
chr1	94060142	94060331	chr1-94060142-94060331
chr1	94158565	94159337	chr1-94158565-94159337
chr1	94309950	94310078	chr1-94309950-94310078
chr1	94311398	94313683	chr1-94311398-94313683
chr1	94316262	94316530	chr1-94316262-94316530
chr1	94343913	94345218	chr1-94343913-94345218
chr1	94374119	94375708	chr1-94374119-94375708
chr1	94883341	94884621	chr1-94883341-94884621
chr1	94946784	94947472	chr1-94946784-94947472
chr1	95267424	95268131	chr1-95267424-95268131
chr1	95271315	95271811	chr1-95271315-95271811
chr1	95273309	95274073	chr1-95273309-95274073
chr1	95285381	95286307	chr1-95285381-95286307
chr1	95312273	95312439	chr1-95312273-95312439
chr1	95319705	95320748	chr1-95319705-95320748
chr1	95327774	95327943	chr1-95327774-95327943
chr1	95391571	95393292	chr1-95391571-95393292
chr1	95508830	95509568	chr1-95508830-95509568
chr1	95519584	95519734	chr1-95519584-95519734
chr1	95521454	95521691	chr1-95521454-95521691
chr1	95537807	95539211	chr1-95537807-95539211
chr1	95544774	95544906	chr1-95544774-95544906
chr1	95549891	95550580	chr1-95549891-95550580
chr1	95570094	95570353	chr1-95570094-95570353
chr1	95572967	95573124	chr1-95572967-95573124
chr1	95582198	95583717	chr1-95582198-95583717
chr1	95604651	95604839	chr1-95604651-95604839
chr1	95605797	95605971	chr1-95605797-95605971
chr1	95699075	95700301	chr1-95699075-95700301
chr1	97177926	97178059	chr1-97177926-97178059
chr1	97180753	97181166	chr1-97180753-97181166
chr1	97186755	97188022	chr1-97186755-97188022
chr1	97203749	97203853	chr1-97203749-97203853
chr1	97267681	97267943	chr1-97267681-97267943
chr1	97284656	97284852	chr1-97284656-97284852
chr1	97284854	97284995	chr1-97284854-97284995
chr1	97431675	97432713	chr1-97431675-97432713
chr1	97541963	97542123	chr1-97541963-97542123
chr1	97793632	97793860	chr1-97793632-97793860
chr1	97851016	97851704	chr1-97851016-97851704
chr1	98046847	98047357	chr1-98046847-98047357
chr1	98220271	98220462	chr1-98220271-98220462
chr1	98220530	98220824	chr1-98220530-98220824
chr1	98247306	98248437	chr1-98247306-98248437
chr1	98293480	98293738	chr1-98293480-98293738
chr1	98310608	98310753	chr1-98310608-98310753
chr1	98314865	98315700	chr1-98314865-98315700
chr1	98318579	98318914	chr1-98318579-98318914
chr1	98351435	98352287	chr1-98351435-98352287
chr1	98352731	98352956	chr1-98352731-98352956
chr1	98359309	98359982	chr1-98359309-98359982
chr1	98366488	98367269	chr1-98366488-98367269
chr1	98369639	98369704	chr1-98369639-98369704
chr1	98377124	98377825	chr1-98377124-98377825
chr1	98385717	98387318	chr1-98385717-98387318
chr1	98407514	98408548	chr1-98407514-98408548
chr1	98413573	98414248	chr1-98413573-98414248
chr1	98427584	98427829	chr1-98427584-98427829
chr1	98459988	98460298	chr1-98459988-98460298
chr1	98465419	98465585	chr1-98465419-98465585
chr1	98492936	98493036	chr1-98492936-98493036
chr1	98496220	98496367	chr1-98496220-98496367
chr1	98501264	98501503	chr1-98501264-98501503
chr1	98501583	98501728	chr1-98501583-98501728
chr1	98502108	98502521	chr1-98502108-98502521
chr1	98513717	98514098	chr1-98513717-98514098
chr1	98516735	98517065	chr1-98516735-98517065
chr1	98519039	98520266	chr1-98519039-98520266
chr1	98525299	98525788	chr1-98525299-98525788
chr1	98537411	98537755	chr1-98537411-98537755
chr1	98543500	98543728	chr1-98543500-98543728
chr1	98552571	98552791	chr1-98552571-98552791
chr1	98638115	98638195	chr1-98638115-98638195
chr1	98685985	98686260	chr1-98685985-98686260
chr1	98695839	98696025	chr1-98695839-98696025
chr1	98698082	98698671	chr1-98698082-98698671
chr1	98753912	98754225	chr1-98753912-98754225
chr1	98797542	98798094	chr1-98797542-98798094
chr1	98835035	98835276	chr1-98835035-98835276
chr1	98863600	98863881	chr1-98863600-98863881
chr1	98868329	98868937	chr1-98868329-98868937
chr1	98900693	98900969	chr1-98900693-98900969
chr1	98911442	98911615	chr1-98911442-98911615
chr1	98933636	98934288	chr1-98933636-98934288
chr1	99031926	99032097	chr1-99031926-99032097
chr1	99113371	99113647	chr1-99113371-99113647
chr1	99126794	99128058	chr1-99126794-99128058
chr1	99136023	99136191	chr1-99136023-99136191
chr1	99145759	99145824	chr1-99145759-99145824
chr1	99214627	99214972	chr1-99214627-99214972
chr1	99216941	99217452	chr1-99216941-99217452
chr1	99219030	99219300	chr1-99219030-99219300
chr1	99259569	99260469	chr1-99259569-99260469
chr1	99262863	99263553	chr1-99262863-99263553
chr1	99279012	99280249	chr1-99279012-99280249
chr1	99284885	99285079	chr1-99284885-99285079
chr1	99285230	99285314	chr1-99285230-99285314
chr1	99298499	99298685	chr1-99298499-99298685
chr1	99303595	99303728	chr1-99303595-99303728
chr1	99315375	99316200	chr1-99315375-99316200
chr1	99319486	99320321	chr1-99319486-99320321
chr1	99325835	99325907	chr1-99325835-99325907
chr1	99325984	99326070	chr1-99325984-99326070
chr1	99336561	99337669	chr1-99336561-99337669
chr1	99385994	99386617	chr1-99385994-99386617
chr1	99405543	99406078	chr1-99405543-99406078
chr1	99420453	99420615	chr1-99420453-99420615
chr1	99429866	99430137	chr1-99429866-99430137
chr1	99456625	99457759	chr1-99456625-99457759
chr1	99469522	99471042	chr1-99469522-99471042
chr1	99471296	99471457	chr1-99471296-99471457
chr1	99486550	99486659	chr1-99486550-99486659
chr1	99519836	99520065	chr1-99519836-99520065
chr1	99537326	99537404	chr1-99537326-99537404
chr1	99571640	99572497	chr1-99571640-99572497
chr1	99589769	99589846	chr1-99589769-99589846
chr1	99631799	99631875	chr1-99631799-99631875
chr1	99636711	99636883	chr1-99636711-99636883
chr1	99645600	99646408	chr1-99645600-99646408
chr1	99647398	99647563	chr1-99647398-99647563
chr1	100135476	100135537	chr1-100135476-100135537
chr1	100161589	100161677	chr1-100161589-100161677
chr1	100169992	100170097	chr1-100169992-100170097
